,Community,Community Latitude,Community Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1992,"Avondale, Chicago, IL",41.9389208,-87.711168,Intelligentsia Coffee Bar,41.92977820743028,-87.70847643906521,Coffee Shop
1993,"Avondale, Chicago, IL",41.9389208,-87.711168,OSB at L&E,41.93010298916194,-87.70704867011507,Gastropub
1994,"Avondale, Chicago, IL",41.9389208,-87.711168,The Salsa Truck,41.940090333547246,-87.7081762870846,Food Truck
1995,"Avondale, Chicago, IL",41.9389208,-87.711168,DMen Tap,41.93932779989485,-87.69971594047398,German Restaurant
1996,"Avondale, Chicago, IL",41.9389208,-87.711168,Brew & Grow,41.9474594598311,-87.70779143195415,Hobby Shop
1997,"Avondale, Chicago, IL",41.9389208,-87.711168,Bric-a-Brac Records & Collectibles,41.932103922590024,-87.70733513411328,Thrift / Vintage Store
1998,"Avondale, Chicago, IL",41.9389208,-87.711168,La Nonna,41.94291574531451,-87.72008642526814,Argentinian Restaurant
1999,"Avondale, Chicago, IL",41.9389208,-87.711168,Webster's Wine Bar,41.928847955026626,-87.7069266911414,Wine Bar
2000,"Avondale, Chicago, IL",41.9389208,-87.711168,Late Bar,41.93932961491168,-87.71625286284103,Bar
2001,"Avondale, Chicago, IL",41.9389208,-87.711168,Lula Café,41.927746625918466,-87.70705775217938,Café
2002,"Avondale, Chicago, IL",41.9389208,-87.711168,Uncharted Books,41.929455748132455,-87.70774926585699,Bookstore
2003,"Avondale, Chicago, IL",41.9389208,-87.711168,Logan Square Farmers Market,41.92825063818568,-87.70479982788844,Farmers Market
2004,"Avondale, Chicago, IL",41.9389208,-87.711168,Pisolino,41.93939299363671,-87.69741888114099,Italian Restaurant
2005,"Avondale, Chicago, IL",41.9389208,-87.711168,Gorilla Sushi  Bar,41.930875978615134,-87.71026055520063,Sushi Restaurant
2006,"Avondale, Chicago, IL",41.9389208,-87.711168,Ryuu Asian BBQ,41.93144614592872,-87.71136959699574,Japanese Restaurant
2007,"Avondale, Chicago, IL",41.9389208,-87.711168,Ludlow Liquors,41.935657704452034,-87.69759478057851,Bar
2008,"Avondale, Chicago, IL",41.9389208,-87.711168,Billy Sunday,41.92793168533553,-87.70656675934453,Cocktail Bar
2009,"Avondale, Chicago, IL",41.9389208,-87.711168,El Cid #2,41.9297556281864,-87.7072332866658,Burrito Place
2010,"Avondale, Chicago, IL",41.9389208,-87.711168,City Lit,41.92720449595027,-87.70695076379516,Bookstore
2011,"Avondale, Chicago, IL",41.9389208,-87.711168,Taqueria Mazamitla,41.93928332093172,-87.71799186910181,Mexican Restaurant
2012,"Avondale, Chicago, IL",41.9389208,-87.711168,Brew Brew Coffee and Tea,41.93192159769767,-87.72338684153289,Coffee Shop
2013,"Avondale, Chicago, IL",41.9389208,-87.711168,Olive Garden,41.94629493732636,-87.71709870725151,Italian Restaurant
2014,"Avondale, Chicago, IL",41.9389208,-87.711168,Logan Square - IL Centennial Monument,41.92837752813394,-87.70699244805844,Plaza
2015,"Avondale, Chicago, IL",41.9389208,-87.711168,Reno,41.92915967432794,-87.70749347846545,Italian Restaurant
2016,"Avondale, Chicago, IL",41.9389208,-87.711168,Logan Boulevard,41.926447765612764,-87.70760338491252,Park
2017,"Avondale, Chicago, IL",41.9389208,-87.711168,FoodSmart,41.93193188410204,-87.71307515868682,Grocery Store
2018,"Avondale, Chicago, IL",41.9389208,-87.711168,Chicago Skyline,41.92815685713914,-87.70273011712356,Scenic Lookout
2019,"Avondale, Chicago, IL",41.9389208,-87.711168,Historic Logan Square,41.92644807073224,-87.7075936810998,Historic Site
2020,"Avondale, Chicago, IL",41.9389208,-87.711168,the Ladies Room,41.932043897813315,-87.70231448378583,Cocktail Bar
2021,"Avondale, Chicago, IL",41.9389208,-87.711168,Chicago Ink Tattoo & Body Piercing,41.93920640746224,-87.72429585456848,Tattoo Parlor
2022,"Avondale, Chicago, IL",41.9389208,-87.711168,Binny's Beverage Depot,41.93194597381453,-87.72630767733439,Liquor Store
2023,"Avondale, Chicago, IL",41.9389208,-87.711168,Café Tola,41.94272204752738,-87.69804795234025,Mexican Restaurant
2024,"Avondale, Chicago, IL",41.9389208,-87.711168,Sunday Dinner Club Event Space,41.94264718242614,-87.70287264449483,Restaurant
2025,"Avondale, Chicago, IL",41.9389208,-87.711168,Daisies,41.92722309355669,-87.70418640280162,New American Restaurant
2026,"Avondale, Chicago, IL",41.9389208,-87.711168,Cellar Door Provisions,41.93202764019788,-87.70368232290548,Café
2027,"Avondale, Chicago, IL",41.9389208,-87.711168,Shop 1021,41.92991562110629,-87.70878937553631,Gift Shop
2028,"Avondale, Chicago, IL",41.9389208,-87.711168,Saba Italian Bar And Kitchen,41.93049821688969,-87.70967942888096,Italian Restaurant
2029,"Avondale, Chicago, IL",41.9389208,-87.711168,Unity Park,41.93020844724978,-87.7122994346888,Park
2030,"Avondale, Chicago, IL",41.9389208,-87.711168,Comfort Station,41.928551347749504,-87.70633056619387,Art Gallery
2031,"Avondale, Chicago, IL",41.9389208,-87.711168,Wolfbait & B-Girls,41.928178226329756,-87.70612349027088,Boutique
2032,"Avondale, Chicago, IL",41.9389208,-87.711168,Vaudezilla Studios,41.93925184894001,-87.71810282925686,Dance Studio
2033,"Avondale, Chicago, IL",41.9389208,-87.711168,Red Apple Buffet,41.9377230765868,-87.72134969465225,Polish Restaurant
2034,"Avondale, Chicago, IL",41.9389208,-87.711168,Passion House Coffee Roasters,41.92940530545282,-87.70737901262595,Coffee Shop
2035,"Avondale, Chicago, IL",41.9389208,-87.711168,Mi Tocaya Antojería,41.928851020430415,-87.69760699077196,Mexican Restaurant
2036,"Avondale, Chicago, IL",41.9389208,-87.711168,Masa Azul,41.93201070452664,-87.70015053670892,Latin American Restaurant
2037,"Avondale, Chicago, IL",41.9389208,-87.711168,Estereo,41.925778171830075,-87.70221144472752,Lounge
2038,"Avondale, Chicago, IL",41.9389208,-87.711168,Chicago Fire Soccer Dome,41.94781566186296,-87.69560727892788,Athletics & Sports
2039,"Avondale, Chicago, IL",41.9389208,-87.711168,Dollar Tree,41.945653248556724,-87.70124294592351,Discount Store
2040,"Avondale, Chicago, IL",41.9389208,-87.711168,Mini Mott,41.92815355332621,-87.70474555924099,Fast Food Restaurant
2041,"Avondale, Chicago, IL",41.9389208,-87.711168,Metropolitan Tap Room,41.93762519750001,-87.69125855694675,Brewery
2042,"Avondale, Chicago, IL",41.9389208,-87.711168,Avondale Coffee Club,41.9391,-87.697685,Coffee Shop
2043,"Avondale, Chicago, IL",41.9389208,-87.711168,Kurowski Sausage Shop,41.935257,-87.71811300000002,Grocery Store
2044,"Avondale, Chicago, IL",41.9389208,-87.711168,Sip of Hope,41.92465563216029,-87.70397433118983,Coffee Shop
2045,"Avondale, Chicago, IL",41.9389208,-87.711168,Outdoor Grill,41.94069630816026,-87.72627355117594,American Restaurant
2046,"Avondale, Chicago, IL",41.9389208,-87.711168,Jibarito's y Más,41.92477042942193,-87.71214652717792,Latin American Restaurant
2047,"Avondale, Chicago, IL",41.9389208,-87.711168,The Whistler,41.925258610300354,-87.70107773503231,Cocktail Bar
2048,"Avondale, Chicago, IL",41.9389208,-87.711168,Paulie Gee's,41.925792484079096,-87.70203585614853,Pizza Place
2049,"Avondale, Chicago, IL",41.9389208,-87.711168,Quiote,41.92660199248362,-87.69764474813924,Mexican Restaurant
2050,"Avondale, Chicago, IL",41.9389208,-87.711168,Elastic Arts,41.932561799393554,-87.71347555111103,Art Gallery
2051,"Avondale, Chicago, IL",41.9389208,-87.711168,Galerie F,41.925193,-87.70079,Art Gallery
2052,"Avondale, Chicago, IL",41.9389208,-87.711168,Fleur,41.92987075260544,-87.70855835667437,Flower Shop
2053,"Avondale, Chicago, IL",41.9389208,-87.711168,Reed's Local,41.93926200844342,-87.70335227683957,Bar
2054,"Avondale, Chicago, IL",41.9389208,-87.711168,Buzz: Coffee Roaster And Bakery,41.93174919046362,-87.71151086150242,Coffee Shop
2055,"Avondale, Chicago, IL",41.9389208,-87.711168,La Villa,41.94735127166651,-87.72752845080653,Italian Restaurant
2056,"Avondale, Chicago, IL",41.9389208,-87.711168,Hot Nails,41.95394139103931,-87.71752396448306,Nail Salon
2057,"Avondale, Chicago, IL",41.9389208,-87.711168,Cermak Fresh Market,41.931986228033836,-87.7281761965245,Grocery Store
2058,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Lula Café,41.927746625918466,-87.70705775217938,Café
2059,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Longman & Eagle,41.930117319140486,-87.70722735226109,New American Restaurant
2060,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Logan Square Farmers Market,41.92825063818568,-87.70479982788844,Farmers Market
2061,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Same Day Cafe,41.92989890177015,-87.70735955143489,Café
2062,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,City Lit,41.92720449595027,-87.70695076379516,Bookstore
2063,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Logan Theatre,41.92984398075828,-87.7087861174388,Indie Movie Theater
2064,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Logan Boulevard,41.926447765612764,-87.70760338491252,Park
2065,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Webster's Wine Bar,41.928847955026626,-87.7069266911414,Wine Bar
2066,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Historic Logan Square,41.92644807073224,-87.7075936810998,Historic Site
2067,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Billy Sunday,41.92793168533553,-87.70656675934453,Cocktail Bar
2068,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Intelligentsia Coffee Bar,41.92977820743028,-87.70847643906521,Coffee Shop
2069,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,OSB at L&E,41.93010298916194,-87.70704867011507,Gastropub
2070,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Daisies,41.92722309355669,-87.70418640280162,New American Restaurant
2071,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Uncharted Books,41.929455748132455,-87.70774926585699,Bookstore
2072,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Cafe Con Leche,41.930452098076884,-87.70963196033523,Latin American Restaurant
2073,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Logan Square - IL Centennial Monument,41.92837752813394,-87.70699244805844,Plaza
2074,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Chicago Skyline,41.92815685713914,-87.70273011712356,Scenic Lookout
2075,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Dill Pickle Food Coop,41.93101580502697,-87.71096261991124,Organic Grocery
2076,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Lost Lake,41.93206794967808,-87.70719468527864,Tiki Bar
2077,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Estereo,41.925778171830075,-87.70221144472752,Lounge
2078,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Sip of Hope,41.92465563216029,-87.70397433118983,Coffee Shop
2079,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Wolfbait & B-Girls,41.928178226329756,-87.70612349027088,Boutique
2080,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,El Cid #2,41.9297556281864,-87.7072332866658,Burrito Place
2081,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Comfort Station,41.928551347749504,-87.70633056619387,Art Gallery
2082,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Fat Rice,41.9320347402214,-87.70250027471732,Asian Restaurant
2083,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Reno,41.92915967432794,-87.70749347846545,Italian Restaurant
2084,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Mini Mott,41.92815355332621,-87.70474555924099,Fast Food Restaurant
2085,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Hopewell Brewing Company,41.93145820033206,-87.7113259658366,Brewery
2086,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Paulie Gee's,41.925792484079096,-87.70203585614853,Pizza Place
2087,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Bakery at Fat Rice,41.93204881240802,-87.70217071251523,Bakery
2088,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Whistler,41.925258610300354,-87.70107773503231,Cocktail Bar
2089,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Galerie F,41.925193,-87.70079,Art Gallery
2090,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Chiya Chai,41.931535617055566,-87.71147555817222,Café
2091,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Passion House Coffee Roasters,41.92940530545282,-87.70737901262595,Coffee Shop
2092,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Crab Pad,41.92732623250961,-87.7045589151282,Seafood Restaurant
2093,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Jibarito's y Más,41.92477042942193,-87.71214652717792,Latin American Restaurant
2094,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Gaslight Coffee Roasters,41.92465548175251,-87.69997768031347,Coffee Shop
2095,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Miko's Italian Ice,41.92268664350419,-87.70226892044886,Ice Cream Shop
2096,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Shop 1021,41.92991562110629,-87.70878937553631,Gift Shop
2097,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Jam,41.933567772391314,-87.70735989604569,Breakfast Spot
2098,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Quiote,41.92660199248362,-87.69764474813924,Mexican Restaurant
2099,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Mi Tocaya Antojería,41.928851020430415,-87.69760699077196,Mexican Restaurant
2100,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Dante's Pizzeria,41.93251155198366,-87.71289284716393,Pizza Place
2101,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Young American,41.92790456398857,-87.70682948951531,Cocktail Bar
2102,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Gorilla Sushi  Bar,41.930875978615134,-87.71026055520063,Sushi Restaurant
2103,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,La Cocina,41.93388666641774,-87.7075181415857,Mexican Restaurant
2104,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Bric-a-Brac Records & Collectibles,41.932103922590024,-87.70733513411328,Thrift / Vintage Store
2105,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Crown Liquors,41.93239437343577,-87.7125637476641,Bar
2106,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Revolution Brewing,41.92351901421027,-87.6983077980324,Brewery
2107,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Palmer Square Park,41.921175913774476,-87.70334542571072,Park
2108,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Saba Italian Bar And Kitchen,41.93049821688969,-87.70967942888096,Italian Restaurant
2109,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Chicago Diner,41.923785,-87.698497,Vegetarian / Vegan Restaurant
2110,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Fleur,41.92987075260544,-87.70855835667437,Flower Shop
2111,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,the Ladies Room,41.932043897813315,-87.70231448378583,Cocktail Bar
2112,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,SmallBar,41.935603129165656,-87.70518669117605,Bar
2113,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Pink Squirrel,41.92508347782929,-87.70103193768871,Cocktail Bar
2114,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Starbucks,41.9280719,-87.69735866,Coffee Shop
2115,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Trike,41.927452438729,-87.70470343057026,Asian Restaurant
2116,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Heavy Feather,41.924085417814815,-87.69912596614381,Cocktail Bar
2117,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Radler,41.924446583278645,-87.69962813396022,German Restaurant
2118,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Buona Terra,41.927788327735655,-87.69746991513881,Italian Restaurant
2119,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Cellar Door Provisions,41.93202764019788,-87.70368232290548,Café
2120,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Ryuu Asian BBQ,41.93144614592872,-87.71136959699574,Japanese Restaurant
2121,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,New Wave Coffee,41.9279858735436,-87.70530767085546,Coffee Shop
2122,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,FXB Farrell's eXtreme Bodyshaping,41.92473574290173,-87.70767590298178,Gym / Fitness Center
2123,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,G-Mart Comics,41.92966231912543,-87.70729175302554,Comic Shop
2124,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Whirlaway Lounge,41.92476487099965,-87.70845632731645,Bar
2125,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Unity Park,41.93020844724978,-87.7122994346888,Park
2126,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Todos Santos,41.92659547539432,-87.69761220131838,Cocktail Bar
2127,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Play,41.927973306476865,-87.70541493687354,Toy / Game Store
2128,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Pretty Cool Ice Cream,41.92437141106168,-87.6973969458242,Ice Cream Shop
2129,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Emporium Arcade Bar,41.92436542760579,-87.69930684179411,Arcade
2130,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Wyler Road,41.92261962559234,-87.71685227949138,Sandwich Place
2131,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,The Boiler Room,41.922195414790686,-87.69745604833345,Pizza Place
2132,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Rocking Horse,41.927517,-87.704486,Bar
2133,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,BiXi Beer,41.9272183353889,-87.7039682808811,Brewery
2134,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Park & Field,41.924296732688354,-87.71425902843475,Sports Bar
2135,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Masa Azul,41.93201070452664,-87.70015053670892,Latin American Restaurant
2136,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Steel Petal Press,41.92343279424743,-87.69816095624856,Print Shop
2137,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Colectivo Coffee,41.92214116207241,-87.69598213892174,Café
2138,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Tacos Tequilas,41.93435846674232,-87.71598133746643,Mexican Restaurant
2139,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Cozy Corner Diner & Pancake House,41.92245209658647,-87.69707491286555,Diner
2140,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Scofflaw,41.91732600509933,-87.7071466253367,Cocktail Bar
2141,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Taquería Moran,41.922532513141135,-87.69731892314704,Mexican Restaurant
2142,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Slippery Slope,41.92406565245028,-87.69912748897728,Nightclub
2143,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Gosu,41.92720805688263,-87.69742701371419,Korean Restaurant
2144,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Spilt Milk,41.92497645662053,-87.69732094018653,Cocktail Bar
2145,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Giant,41.91738998576791,-87.70743600272817,American Restaurant
2146,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Parson's Chicken & Fish,41.91772500765607,-87.70129491271518,Fried Chicken Joint
2147,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Heavenly Cafe & Gelato,41.930191548611425,-87.70941562685886,Ice Cream Shop
2148,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Albany Food & Liquor,41.92479634722126,-87.7046118533882,Food & Drink Shop
2149,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Go Tavern & Liquors,41.91740390353875,-87.7078271224394,Dive Bar
2150,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Bang Bang Pie Shop,41.91901396975405,-87.69717275730295,Pie Shop
2151,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Red Star Food and Liquor,41.9306336293785,-87.70993822107947,Food & Drink Shop
2152,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Damn Fine Coffee Bar,41.9173348278115,-87.7110040967954,Coffee Shop
2153,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Ludlow Liquors,41.935657704452034,-87.69759478057851,Bar
2154,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Tula Yoga,41.92337697450634,-87.69833516921521,Yoga Studio
2155,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Haas Park,41.925112975674175,-87.69597955516822,Playground
2156,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,L'Patron Tacos,41.92436458439048,-87.72135078907013,Taco Place
2157,"Logan Square, Chicago, IL",41.928399600000006,-87.7067641113273,Lonesome Rose,41.91958599722102,-87.69716594306196,Mexican Restaurant
2158,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Humboldt Park,41.90747364232892,-87.70224349395805,Park
2159,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Roeser's Bakery,41.91020199518618,-87.70759556282032,Bakery
2160,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Adams & Son Gardens,41.90092540996649,-87.69662148536739,Flower Shop
2161,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Flying Saucer,41.90195487488139,-87.69679583786747,Breakfast Spot
2162,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Spinning J Bakery and Soda Fountain,41.89933620163525,-87.69689145817068,Dessert Shop
2163,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,C.C. Ferns,41.89934024761246,-87.69700969256452,Coffee Shop
2164,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Rootstock,41.89908262351512,-87.69690838651263,New American Restaurant
2165,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Humboldt Haus,41.91033371221421,-87.70142197608948,Liquor Store
2166,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Humboldt House,41.90064956910624,-87.69678263851942,Furniture / Home Store
2167,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Cafe Marie-Jeanne,41.899341345363275,-87.69674176196901,Bistro
2168,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Café Colao,41.903011429260886,-87.69358032696766,Caribbean Restaurant
2169,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Cermak Produce,41.91008908216518,-87.69506034255728,Supermarket
2170,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Lucy's,41.90056,-87.69657,Restaurant
2171,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,The National Museum of Puerto Rican Arts & Culture,41.90239363739192,-87.70271506627564,Museum
2172,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Señor Pan,41.910223348831856,-87.6927583786061,Cuban Restaurant
2173,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Puerto Rico Food and Liquors,41.899259616605356,-87.69180012056074,Deli / Bodega
2174,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Scofflaw,41.91732600509933,-87.7071466253367,Cocktail Bar
2175,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Humbolt Park Tennis,41.90595091515325,-87.69742830071094,Tennis Court
2176,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Nick's On North,41.91007163055004,-87.71027597960764,Burger Joint
2177,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Parson's Chicken & Fish,41.91772500765607,-87.70129491271518,Fried Chicken Joint
2178,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Giant,41.91738998576791,-87.70743600272817,American Restaurant
2179,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Go Tavern & Liquors,41.91740390353875,-87.7078271224394,Dive Bar
2180,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Archery Bow Range Chicago,41.91333467180621,-87.71150683991651,Gym / Fitness Center
2181,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Papa's Cache Sabroso,41.90270808412955,-87.6902063936671,Latin American Restaurant
2182,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Damn Fine Coffee Bar,41.9173348278115,-87.7110040967954,Coffee Shop
2183,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Best Intentions,41.917274092076354,-87.71031834441122,Dive Bar
2184,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Dante's Pizzeria,41.9174551033397,-87.70370099911192,Pizza Place
2185,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,The 606  / Midpoint,41.91385537311738,-87.69150668222652,Trail
2186,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Bloomingdale Trail - Albany Whipple Park Entrance,41.91398294339063,-87.70491888019096,Trail
2187,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Diana's Food Mart,41.89933737267442,-87.69941842565034,Deli / Bodega
2188,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,California Clipper,41.89937640220046,-87.69691517371541,Bar
2189,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,La Bomba Restaurant,41.91738052604088,-87.70793594576242,Latin American Restaurant
2190,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Ground Control,41.91729703937488,-87.71084688910214,Vegetarian / Vegan Restaurant
2191,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Katherine Anne Confections,41.917474973757635,-87.69648308178067,Dessert Shop
2192,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,FoodSmart,41.91736997721378,-87.6996081746265,Convenience Store
2193,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Osteria Langhe,41.91751362351243,-87.6982417340025,Italian Restaurant
2194,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Kai Zan,41.89559321879891,-87.691532505927,Japanese Restaurant
2195,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Rosa's Lounge,41.917439951460686,-87.71278849368456,Rock Club
2196,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Feed,41.895607760486136,-87.69688363484671,Southern / Soul Food Restaurant
2197,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Middle Brow Bungalow,41.91766367845963,-87.69877724443457,Brewery
2198,"Humboldt park, Chicago, IL",41.905766799999995,-87.70417370000001,Bang Bang Pie Shop,41.91901396975405,-87.69717275730295,Pie Shop
